Student_Id,Gender,Age,Department,Residence,Family Income,Attendance_percentage,Semester_GPA,Internal_Assesment_Score,Backlogs,Assignment_Submission_Rate,LMS_login_fequency,Library_visits,Club_participation,Scholarship_Status,Consecutive_Absence_Days,Academic_Warnings,Tution_Fee_Due,Dropout
STU02787,Feamle,21,CSE,Day Scholar,170978,86.6,8.46,21,2,89.9,0,5,0,1,13,0,0,0
STU02788,Male,19,MC,Hosteler,171874,83.6,9.07,4,0,67.2,1,2,0,0,7,1,1,0
STU02789,Feamle,19,CSE,Day Scholar,84761,56.9,7.74,83,0,76.9,0,2,0,0,14,0,0,0
STU02790,Feamle,23,MC,Day Scholar,77276,58.9,5.7,42,1,100.0,1,2,1,0,5,0,0,0
STU02791,Feamle,23,AIML,Day Scholar,123793,80.7,4.54,97,1,79.2,1,3,1,0,4,0,1,0
STU02792,Male,18,AIML,Day Scholar,124389,90.8,7.56,29,0,67.1,1,5,1,1,8,0,0,0
STU02793,Male,20,ECE,Day Scholar,89721,90.6,6.4,73,0,100.0,0,5,1,0,12,0,1,0
STU02794,Male,22,MC,Day Scholar,56994,60.0,8.93,100,1,86.5,1,6,0,0,8,1,0,0
STU02795,Feamle,18,MC,Hosteler,110016,89.8,6.29,31,1,62.9,0,8,0,0,10,1,0,0
STU02796,Feamle,22,MC,Day Scholar,138569,48.4,6.98,87,0,100.0,0,9,0,0,2,2,0,0
STU02797,Male,19,ECE,Hosteler,27692,72.0,5.26,16,2,59.0,1,3,0,0,14,0,0,0
STU02798,Feamle,22,AIML,Hosteler,146728,82.3,6.48,66,0,62.1,1,8,0,0,1,0,0,0
STU02799,Male,20,MC,Hosteler,171071,43.8,5.59,25,0,69.7,2,2,0,0,6,1,0,0
STU02800,Male,18,ECE,Hosteler,154229,100.0,5.72,11,0,62.4,0,7,0,0,1,0,1,0
STU02801,Feamle,23,MC,Hosteler,185945,94.9,6.92,36,0,64.5,0,5,0,0,1,0,0,0
STU02802,Feamle,20,CSE,Day Scholar,189016,84.7,6.09,41,1,57.9,0,4,0,1,12,0,1,0
STU02803,Feamle,24,MC,Day Scholar,184833,60.5,10.0,56,0,82.0,1,4,0,0,7,2,0,0
STU02804,Feamle,20,CSE,Hosteler,99241,74.0,8.25,11,0,55.2,0,5,0,1,11,0,1,0
STU02805,Male,24,ECE,Day Scholar,105016,86.9,8.63,45,1,53.0,0,3,0,0,11,0,0,0
STU02806,Male,18,ECE,Hosteler,182750,58.2,6.83,96,0,89.2,0,3,1,0,0,0,0,0
STU02807,Male,23,AIML,Hosteler,112235,72.3,7.16,26,1,75.5,0,6,0,1,8,0,0,0
STU02808,Male,20,MC,Day Scholar,115106,88.7,6.36,77,0,80.0,0,7,0,0,11,0,0,0
STU02809,Male,24,ECE,Day Scholar,170354,52.6,10.0,6,0,74.8,1,4,0,1,1,0,1,0
STU02810,Feamle,23,AIML,Hosteler,32793,80.0,6.84,37,1,100.0,0,2,1,0,14,0,0,0
STU02811,Male,21,MC,Hosteler,177614,48.7,6.09,47,0,80.4,1,3,0,0,9,0,1,1
STU02812,Male,21,ECE,Day Scholar,106169,60.8,5.87,41,0,76.3,0,4,0,0,0,2,0,0
STU02813,Male,21,CSE,Hosteler,190886,67.4,7.5,26,0,87.5,2,6,0,0,8,0,1,0
STU02814,Feamle,22,ECE,Day Scholar,148929,82.7,9.13,9,0,86.5,1,6,1,0,0,0,0,0
STU02815,Feamle,20,CSE,Day Scholar,35637,64.5,8.63,41,0,99.3,1,5,0,0,2,0,0,0
STU02816,Feamle,18,AIML,Hosteler,105331,76.9,5.87,57,0,83.4,0,2,0,0,2,0,0,0
STU02817,Feamle,18,AIML,Day Scholar,114058,64.7,5.83,40,1,88.4,0,3,0,0,2,0,1,0
STU02818,Male,22,MC,Hosteler,94774,67.0,8.87,8,0,95.4,0,6,0,0,1,1,0,0
STU02819,Male,18,MC,Day Scholar,150479,93.8,10.0,97,2,100.0,0,6,1,0,11,0,0,0
STU02820,Feamle,24,MC,Day Scholar,129422,57.7,6.78,45,1,71.0,0,9,1,1,13,1,0,0
STU02821,Feamle,21,AIML,Day Scholar,68179,86.4,8.81,92,0,50.4,0,6,1,1,7,0,0,0
STU02822,Male,20,CSE,Day Scholar,141170,75.0,4.8,81,0,46.8,0,12,0,0,11,0,1,0
STU02823,Male,18,MC,Day Scholar,160328,66.4,5.73,53,2,90.2,0,5,0,0,4,0,0,0
STU02824,Feamle,18,MC,Hosteler,74947,56.7,5.49,92,0,84.2,0,7,0,0,1,0,0,1
STU02825,Feamle,19,AIML,Day Scholar,151589,57.8,7.62,93,1,53.5,0,6,0,0,11,0,0,0
STU02826,Feamle,19,CSE,Day Scholar,145334,63.9,6.73,58,1,80.0,1,8,0,0,8,0,0,0
STU02827,Feamle,19,ECE,Day Scholar,107138,72.7,7.36,12,0,71.3,1,7,0,0,12,2,0,0
STU02828,Male,20,MC,Day Scholar,34676,84.1,8.83,85,1,64.3,0,3,0,0,11,1,0,0
STU02829,Male,21,ECE,Hosteler,161853,70.5,6.02,15,0,43.2,1,6,1,0,11,0,0,0
STU02830,Male,23,ECE,Day Scholar,104192,71.5,7.14,44,0,72.3,0,5,1,1,5,0,0,0
STU02831,Feamle,21,MC,Day Scholar,120612,73.7,4.99,31,1,87.2,0,2,0,0,2,0,0,0
STU02832,Feamle,21,AIML,Day Scholar,84758,82.2,8.75,39,0,100.0,0,5,0,0,14,0,1,0
STU02833,Male,20,MC,Day Scholar,176750,84.7,8.64,89,0,52.9,0,6,0,0,10,0,0,0
STU02834,Male,24,CSE,Hosteler,69962,54.2,7.54,94,0,71.2,0,6,1,0,3,1,1,0
STU02835,Male,24,CSE,Day Scholar,65528,70.8,7.18,43,3,100.0,0,2,0,0,0,1,0,0
STU02836,Male,20,MC,Hosteler,159340,93.4,6.24,82,1,99.6,2,5,0,0,6,0,1,0
STU02837,Feamle,19,ECE,Day Scholar,169765,55.3,4.91,97,0,96.2,0,4,1,1,3,0,0,0
STU02838,Male,18,CSE,Day Scholar,126212,76.1,7.46,46,2,80.0,1,6,0,0,5,0,0,0
STU02839,Male,22,CSE,Day Scholar,176673,72.4,8.13,69,2,96.5,0,2,0,0,11,0,0,0
STU02840,Male,22,MC,Day Scholar,68139,66.5,10.0,59,1,63.8,0,2,0,0,10,0,0,0
STU02841,Male,23,MC,Day Scholar,164299,98.9,6.41,34,1,60.8,0,4,0,0,7,0,0,0
STU02842,Male,18,AIML,Hosteler,63701,75.6,7.41,74,0,48.2,0,6,0,0,9,1,1,0
STU02843,Male,23,MC,Hosteler,115238,97.7,8.67,59,0,78.9,1,11,0,0,3,0,0,0
STU02844,Male,19,MC,Hosteler,91925,75.1,8.72,36,3,93.0,1,2,1,0,3,1,0,0
STU02845,Feamle,23,CSE,Day Scholar,82425,81.9,6.07,21,0,87.6,2,4,1,0,10,0,0,0
STU02846,Feamle,18,CSE,Day Scholar,129724,66.3,6.58,12,1,100.0,0,9,0,0,6,1,0,0
STU02847,Feamle,18,CSE,Day Scholar,65229,66.5,6.21,15,1,64.8,0,7,0,0,4,0,0,0
STU02848,Feamle,22,ECE,Day Scholar,105478,81.1,5.65,89,1,100.0,1,4,1,0,4,2,0,0
STU02849,Male,24,CSE,Day Scholar,45268,81.4,9.21,85,1,82.7,1,2,0,0,7,0,0,0
STU02850,Feamle,19,CSE,Hosteler,82448,84.0,7.09,59,0,100.0,0,5,1,0,10,0,0,0
STU02851,Feamle,20,MC,Hosteler,162301,80.7,6.89,41,1,79.1,0,0,0,0,12,1,0,0
STU02852,Male,23,AIML,Hosteler,65292,55.0,7.37,12,0,79.6,0,2,0,0,4,0,0,0
STU02853,Male,22,CSE,Day Scholar,26300,62.9,7.08,86,0,85.2,1,4,0,0,11,0,0,0
STU02854,Feamle,23,AIML,Hosteler,59934,87.7,6.67,62,0,80.6,1,4,0,0,1,0,0,0
STU02855,Feamle,23,CSE,Day Scholar,176892,45.6,5.86,31,0,100.0,0,4,0,1,2,0,0,0
STU02856,Male,20,CSE,Day Scholar,85873,79.4,9.35,22,0,37.0,0,3,1,0,4,1,1,0
STU02857,Feamle,19,AIML,Day Scholar,187134,73.3,6.14,42,0,66.8,1,6,0,1,4,0,1,0
STU02858,Male,18,MC,Hosteler,164517,87.7,5.6,31,0,67.5,0,6,0,0,1,0,1,0
STU02859,Male,21,CSE,Hosteler,21867,81.2,6.88,27,0,99.0,0,2,0,0,4,0,0,0
STU02860,Male,23,AIML,Hosteler,114117,65.0,10.0,32,0,70.3,0,4,0,0,10,0,0,0
STU02861,Male,21,CSE,Day Scholar,155714,64.4,5.77,25,0,79.1,1,3,0,1,7,0,0,0
STU02862,Feamle,19,ECE,Hosteler,150230,67.2,8.06,93,0,72.7,1,6,0,0,0,1,1,0
STU02863,Male,21,ECE,Day Scholar,122190,83.7,6.63,80,2,93.8,0,1,1,0,8,2,0,0
STU02864,Male,23,ECE,Day Scholar,28352,40.5,7.37,41,0,77.5,0,10,0,0,6,1,0,0
STU02865,Feamle,20,ECE,Hosteler,153108,77.4,8.38,28,0,97.2,0,4,1,0,5,0,0,0
STU02866,Male,21,MC,Day Scholar,34722,61.8,4.42,1,0,99.7,1,9,0,1,8,0,0,0
STU02867,Feamle,19,ECE,Day Scholar,68324,77.9,5.66,33,1,100.0,1,7,0,0,13,2,0,0
STU02868,Feamle,19,AIML,Day Scholar,167258,80.2,8.36,37,1,97.4,1,2,0,0,10,0,0,0
STU02869,Feamle,24,CSE,Hosteler,79085,50.1,7.15,11,3,89.7,1,5,1,0,7,0,0,0
STU02870,Male,24,AIML,Hosteler,128003,71.6,7.32,51,2,100.0,2,4,0,1,14,0,0,0
STU02871,Feamle,20,ECE,Hosteler,148501,77.3,8.07,20,0,100.0,1,4,0,1,8,0,0,0
STU02872,Feamle,21,MC,Hosteler,111487,76.3,5.67,90,0,81.8,1,4,1,0,2,0,0,0
STU02873,Male,21,ECE,Day Scholar,22281,73.2,8.58,39,1,74.0,1,4,0,0,6,1,0,0
STU02874,Feamle,24,ECE,Day Scholar,116231,56.7,8.23,66,0,100.0,0,2,0,0,7,0,1,1
STU02875,Feamle,18,MC,Day Scholar,193900,59.0,7.36,100,0,72.3,1,5,1,0,9,0,0,0
STU02876,Feamle,22,MC,Hosteler,152673,54.3,7.7,48,0,88.4,2,2,0,0,0,0,1,0
STU02877,Feamle,19,MC,Hosteler,195859,83.3,8.75,25,0,48.8,0,4,0,0,6,0,1,0
STU02878,Feamle,18,MC,Day Scholar,129976,73.3,6.11,51,0,76.4,0,4,1,0,12,2,0,0
STU02879,Male,19,MC,Hosteler,152371,74.2,7.99,61,0,100.0,0,3,0,0,10,1,0,0
STU02880,Feamle,18,MC,Hosteler,78054,49.4,9.62,68,0,59.2,0,11,1,0,3,1,1,1
STU02881,Feamle,24,CSE,Day Scholar,165866,74.5,7.96,60,0,95.4,1,3,1,1,13,0,1,0
STU02882,Male,24,ECE,Hosteler,115684,84.5,6.67,83,1,36.5,4,7,0,0,0,1,0,0
STU02883,Male,22,ECE,Day Scholar,133052,47.4,10.0,45,0,100.0,0,1,0,0,3,0,0,0
STU02884,Male,18,MC,Hosteler,167098,67.0,7.35,71,0,64.2,0,4,0,0,7,0,0,0
STU02885,Feamle,19,AIML,Day Scholar,116633,51.4,9.1,91,0,73.1,0,7,0,0,13,1,0,0
STU02886,Male,21,MC,Day Scholar,169502,68.7,6.37,28,0,100.0,0,7,0,0,8,1,0,0
STU02887,Feamle,19,CSE,Hosteler,198857,61.5,8.6,49,1,72.5,1,7,0,1,3,1,0,0
STU02888,Feamle,23,AIML,Day Scholar,121185,80.7,6.18,1,0,98.7,0,6,0,1,1,0,0,0
STU02889,Male,24,CSE,Day Scholar,172930,77.5,7.49,63,1,94.1,2,1,0,0,0,2,0,0
STU02890,Male,20,AIML,Day Scholar,136505,94.4,6.09,65,1,100.0,0,3,1,0,4,0,1,0
STU02891,Feamle,20,AIML,Hosteler,104118,74.2,9.85,42,0,99.7,0,6,0,0,6,2,0,0
STU02892,Male,24,MC,Day Scholar,154404,80.1,6.67,86,2,77.8,0,4,0,0,10,1,0,0
STU02893,Feamle,23,CSE,Day Scholar,184943,66.6,5.34,9,0,100.0,2,6,1,0,14,0,0,0
STU02894,Male,20,AIML,Day Scholar,179242,58.5,7.14,52,0,85.0,0,4,0,0,2,0,0,0
STU02895,Male,24,CSE,Day Scholar,129970,87.5,7.81,91,0,84.8,1,3,0,0,0,0,0,0
STU02896,Male,20,MC,Day Scholar,83455,93.6,6.96,82,0,100.0,1,9,0,1,11,0,0,0
STU02897,Feamle,24,MC,Day Scholar,120481,85.6,5.78,27,0,86.9,0,3,0,0,10,2,0,0
STU02898,Male,22,MC,Hosteler,58809,77.0,8.56,94,0,77.4,0,7,0,0,4,0,0,0
STU02899,Feamle,21,MC,Hosteler,115264,60.4,8.89,1,0,100.0,0,4,0,0,12,0,1,0
STU02900,Feamle,21,ECE,Day Scholar,100068,92.1,4.53,28,0,80.9,1,7,0,0,5,0,1,0
STU02901,Feamle,19,AIML,Day Scholar,59828,83.7,5.68,51,0,58.2,2,7,0,0,0,0,1,0
STU02902,Feamle,23,ECE,Day Scholar,111181,100.0,6.76,13,2,48.8,0,7,0,0,13,1,0,0
STU02903,Male,24,MC,Day Scholar,65329,57.7,6.2,27,0,77.6,0,4,0,0,0,0,1,1
STU02904,Feamle,18,AIML,Day Scholar,175780,87.9,7.79,0,0,70.4,1,6,0,0,6,0,0,0
STU02905,Feamle,19,AIML,Day Scholar,35956,83.2,9.76,58,1,100.0,0,2,0,0,14,0,0,0
STU02906,Male,19,CSE,Hosteler,83756,69.9,6.43,43,3,69.0,0,5,0,0,3,0,0,0
STU02907,Feamle,24,MC,Hosteler,123250,95.5,9.37,79,1,54.3,0,2,1,1,12,1,0,0
STU02908,Male,24,ECE,Day Scholar,100604,81.0,4.8,100,0,80.1,1,2,0,1,5,0,1,0
STU02909,Feamle,19,CSE,Day Scholar,107745,60.9,7.68,84,1,48.1,0,1,0,0,11,0,0,0
STU02910,Male,19,AIML,Day Scholar,82809,73.2,6.11,77,0,81.1,0,3,0,0,14,0,0,0
STU02911,Feamle,21,ECE,Hosteler,107964,60.8,7.72,42,0,80.6,0,10,0,0,7,0,0,0
STU02912,Male,18,MC,Day Scholar,24089,68.0,4.36,16,0,73.0,0,7,0,0,13,0,0,0
STU02913,Feamle,19,ECE,Day Scholar,50788,85.6,5.07,53,1,54.5,0,7,0,0,0,0,0,0
STU02914,Feamle,21,ECE,Hosteler,112959,89.8,7.71,14,2,66.3,1,5,0,1,1,0,0,0
STU02915,Male,19,ECE,Day Scholar,99535,78.3,6.05,47,0,76.4,1,4,0,0,5,0,0,0
STU02916,Male,20,CSE,Day Scholar,94478,63.7,6.52,94,0,54.6,0,3,1,0,0,1,0,0
STU02917,Male,19,AIML,Day Scholar,166912,80.7,9.75,45,0,87.4,0,1,0,0,9,0,0,0
STU02918,Male,24,ECE,Day Scholar,154322,85.9,7.21,48,1,90.6,1,5,1,0,13,0,0,0
STU02919,Feamle,23,AIML,Day Scholar,75714,45.4,8.35,35,0,81.7,0,6,0,0,10,0,1,0
STU02920,Feamle,23,CSE,Day Scholar,105358,76.7,5.86,13,1,64.6,0,4,1,1,2,2,0,0
STU02921,Male,19,MC,Day Scholar,100037,72.1,4.99,99,0,75.0,0,3,0,0,5,0,0,0
STU02922,Feamle,22,MC,Day Scholar,75509,89.3,6.88,90,0,100.0,1,3,1,0,7,0,0,0
STU02923,Male,20,ECE,Hosteler,30768,80.8,4.76,2,1,91.6,1,5,1,1,7,0,0,0
STU02924,Male,18,CSE,Day Scholar,144751,82.3,5.95,99,1,76.7,0,4,0,0,3,1,0,0
STU02925,Feamle,19,MC,Day Scholar,84684,67.8,7.36,5,0,93.8,0,7,1,0,12,0,0,0
STU02926,Feamle,18,CSE,Hosteler,140834,75.0,6.83,90,0,36.2,1,5,0,0,8,2,0,0
STU02927,Feamle,20,CSE,Day Scholar,139678,89.2,7.5,21,0,100.0,1,8,0,0,2,0,0,0
STU02928,Feamle,19,ECE,Hosteler,199071,74.0,7.9,21,1,55.7,0,3,0,1,11,0,0,0
STU02929,Feamle,22,ECE,Day Scholar,38167,77.6,5.21,35,2,85.5,1,1,1,0,2,0,0,0
STU02930,Feamle,21,CSE,Hosteler,68505,52.0,5.59,95,0,61.8,0,6,0,0,6,0,0,0
STU02931,Feamle,22,CSE,Hosteler,25117,74.0,3.73,90,0,58.2,0,6,0,0,2,0,0,0
STU02932,Male,24,ECE,Day Scholar,60706,44.8,6.44,70,1,100.0,1,2,0,0,1,0,0,0
STU02933,Male,22,CSE,Day Scholar,161405,67.3,8.11,49,0,77.5,0,6,1,0,8,1,0,0
STU02934,Male,21,ECE,Day Scholar,34922,76.0,9.24,75,0,83.3,0,6,0,0,4,1,0,0
STU02935,Male,24,AIML,Day Scholar,104053,86.5,7.29,79,0,86.1,0,9,0,0,4,0,0,0
STU02936,Male,21,CSE,Day Scholar,77861,60.0,9.06,68,0,92.0,3,4,0,0,7,0,0,0
STU02937,Feamle,23,ECE,Day Scholar,176389,80.6,7.58,34,1,90.5,1,6,0,0,13,1,0,0
STU02938,Male,21,CSE,Day Scholar,22477,97.0,7.16,8,0,97.4,0,6,0,0,11,3,1,0
STU02939,Male,19,ECE,Day Scholar,106878,65.4,6.08,28,0,43.1,0,5,1,0,3,0,0,0
STU02940,Male,18,CSE,Hosteler,26137,51.8,3.42,26,1,64.3,0,5,0,0,7,0,0,0
STU02941,Male,23,MC,Day Scholar,55644,79.3,8.83,56,0,61.9,0,8,1,0,6,0,0,0
STU02942,Male,23,MC,Day Scholar,118346,57.1,6.92,95,0,100.0,0,4,1,1,12,0,0,0
STU02943,Male,18,CSE,Day Scholar,148823,62.7,9.08,73,0,95.1,0,3,1,0,1,0,0,0
STU02944,Male,23,MC,Hosteler,189669,88.9,5.58,88,0,93.2,0,2,0,1,7,0,0,0
STU02945,Feamle,21,CSE,Day Scholar,159667,100.0,10.0,58,1,61.5,1,3,0,1,6,0,0,0
STU02946,Feamle,22,CSE,Day Scholar,176974,60.0,6.63,41,1,56.0,1,7,0,0,0,2,0,0
STU02947,Male,20,AIML,Day Scholar,66261,63.9,5.96,52,0,46.7,0,6,0,1,10,0,1,0
STU02948,Feamle,21,AIML,Day Scholar,128712,68.4,6.68,37,0,86.9,0,2,0,0,4,0,0,0
STU02949,Feamle,24,MC,Day Scholar,108266,66.8,7.26,88,1,49.4,0,9,0,1,8,0,0,0
STU02950,Feamle,24,AIML,Hosteler,125153,100.0,6.9,3,0,94.9,0,1,0,1,9,0,0,0
STU02951,Feamle,22,AIML,Day Scholar,157758,67.0,6.23,51,0,66.2,1,5,0,0,8,0,1,0
STU02952,Male,22,CSE,Day Scholar,194181,69.2,4.29,43,0,69.7,0,4,1,1,12,0,0,0
STU02953,Feamle,23,ECE,Day Scholar,83039,99.2,5.79,22,1,74.0,0,7,0,0,4,0,0,0
STU02954,Feamle,19,CSE,Hosteler,79737,83.7,8.61,73,0,54.9,0,1,1,1,9,0,0,0
STU02955,Feamle,19,AIML,Day Scholar,114649,89.8,5.68,69,0,98.1,1,3,0,0,7,0,0,0
STU02956,Male,23,CSE,Day Scholar,70029,61.4,4.42,76,1,57.3,0,10,1,0,7,0,0,0
STU02957,Male,23,MC,Day Scholar,54654,67.0,5.42,94,1,74.5,1,4,1,0,9,0,0,0
STU02958,Male,18,ECE,Day Scholar,103032,59.4,6.87,68,1,100.0,0,4,0,0,14,0,0,0
STU02959,Male,18,AIML,Day Scholar,92988,87.0,5.86,59,0,41.3,1,7,0,0,7,1,1,0
STU02960,Male,20,AIML,Hosteler,149694,93.4,6.58,3,1,52.9,0,6,0,0,0,0,0,0
STU02961,Male,20,CSE,Day Scholar,46474,66.0,5.8,2,2,69.6,1,7,0,0,2,0,0,0
STU02962,Male,20,CSE,Day Scholar,189958,69.5,8.51,93,1,78.9,1,5,1,0,14,0,0,0
STU02963,Feamle,20,CSE,Hosteler,117409,70.2,7.74,22,0,91.1,0,3,0,0,10,1,0,0
STU02964,Feamle,22,CSE,Hosteler,141483,51.8,10.0,36,0,82.3,0,3,1,0,3,0,1,0
STU02965,Feamle,22,AIML,Hosteler,34426,64.9,6.43,17,1,89.0,0,11,1,0,6,0,0,0
STU02966,Male,18,CSE,Day Scholar,184407,86.6,6.57,98,1,87.1,1,10,0,0,11,0,0,0
STU02967,Male,19,AIML,Hosteler,146689,61.9,8.78,4,2,90.8,0,5,0,0,2,0,0,0
STU02968,Male,23,CSE,Day Scholar,50541,76.4,7.59,40,1,52.7,0,5,0,0,5,1,0,0
STU02969,Male,24,ECE,Hosteler,140646,55.4,5.59,91,0,69.6,0,3,0,0,3,0,0,0
STU02970,Male,19,ECE,Day Scholar,94916,72.8,7.83,37,2,76.9,0,4,0,0,13,3,0,0
STU02971,Feamle,21,CSE,Day Scholar,145475,66.6,7.59,46,0,83.5,1,4,0,0,1,0,0,0
STU02972,Feamle,22,CSE,Day Scholar,97340,56.7,4.31,81,0,73.9,1,2,0,0,5,0,0,1
STU02973,Male,20,MC,Day Scholar,111092,86.9,6.02,71,1,75.0,1,3,0,0,12,0,0,0
STU02974,Male,20,ECE,Day Scholar,156037,87.7,7.29,11,0,70.0,0,4,0,1,3,0,1,0
STU02975,Male,21,AIML,Hosteler,142400,60.5,9.17,29,0,79.3,0,4,0,0,8,0,0,0
STU02976,Male,19,ECE,Day Scholar,195196,71.8,8.05,85,1,100.0,1,6,1,1,1,0,0,0
STU02977,Feamle,20,AIML,Hosteler,167834,75.7,6.15,5,0,81.3,0,6,1,0,5,0,1,0
STU02978,Male,19,CSE,Hosteler,180976,47.8,5.94,60,0,57.5,0,3,0,0,7,0,0,0
STU02979,Male,23,ECE,Day Scholar,87468,54.0,8.2,93,1,99.1,0,5,1,1,12,0,0,0
STU02980,Male,21,ECE,Hosteler,34213,94.3,3.36,71,2,44.5,1,8,0,0,2,2,0,0
STU02981,Male,24,MC,Day Scholar,184033,59.0,5.79,63,1,85.4,0,5,0,0,6,1,1,1
STU02982,Feamle,19,MC,Hosteler,44839,93.9,9.11,92,0,80.4,0,5,0,0,2,0,1,0
STU02983,Male,23,ECE,Day Scholar,181014,54.8,7.45,94,1,100.0,0,6,0,1,4,0,0,0
STU02984,Male,19,ECE,Hosteler,50325,84.9,5.86,68,0,84.8,0,2,1,0,8,0,0,0
STU02985,Feamle,19,ECE,Hosteler,111583,70.3,5.2,10,1,100.0,1,1,0,1,11,0,0,0
STU02986,Feamle,20,AIML,Hosteler,30207,72.4,8.26,61,1,80.4,0,4,1,1,7,0,0,0
STU02987,Feamle,18,CSE,Day Scholar,115971,100.0,7.12,16,1,87.9,0,2,0,0,6,0,0,0
STU02988,Male,22,MC,Day Scholar,123318,56.2,6.67,76,0,67.7,1,7,0,1,14,0,0,0
STU02989,Male,19,CSE,Day Scholar,165886,83.9,7.56,19,1,72.2,0,4,0,0,8,0,0,0
STU02990,Feamle,19,MC,Day Scholar,37684,83.3,7.25,94,2,92.3,1,4,0,0,6,1,0,0
STU02991,Feamle,19,MC,Day Scholar,187040,100.0,7.13,25,1,100.0,1,4,0,0,12,2,0,0
STU02992,Feamle,18,MC,Day Scholar,23373,58.8,5.01,91,2,44.8,0,5,0,0,8,1,0,1
STU02993,Feamle,23,ECE,Day Scholar,110685,65.6,5.46,58,0,100.0,0,3,0,0,14,1,0,0
STU02994,Feamle,24,MC,Hosteler,128033,87.2,8.12,24,2,89.0,0,4,0,0,4,0,1,0
STU02995,Feamle,24,CSE,Day Scholar,119687,72.0,7.84,17,0,73.2,0,1,0,0,5,0,0,0
STU02996,Male,21,MC,Day Scholar,35178,68.1,7.57,95,0,89.4,0,7,1,0,4,0,0,0
STU02997,Male,20,CSE,Hosteler,45956,89.4,6.12,28,1,69.0,0,3,0,1,7,3,0,0
STU02998,Male,18,MC,Hosteler,138225,71.0,8.15,66,1,95.0,0,8,0,0,0,0,0,0
STU02999,Feamle,23,MC,Day Scholar,60692,61.6,6.44,34,1,93.8,0,12,0,0,5,0,0,0
STU03000,Feamle,19,ECE,Day Scholar,64119,85.9,8.95,14,1,82.6,0,3,0,0,6,0,1,0
STU03001,Feamle,23,CSE,Day Scholar,111635,80.6,5.88,50,0,61.8,2,11,0,1,3,0,1,0
STU03002,Feamle,18,MC,Day Scholar,24991,70.3,6.21,2,0,80.5,0,4,0,0,8,2,0,0
STU03003,Feamle,18,MC,Day Scholar,25202,69.6,6.77,20,0,83.9,0,7,0,1,13,0,0,0
STU03004,Feamle,18,CSE,Hosteler,147492,61.3,8.27,60,1,98.0,0,6,0,0,8,0,0,0
STU03005,Male,21,MC,Hosteler,40316,85.9,6.95,2,2,68.8,0,6,1,0,12,1,0,0
STU03006,Male,22,AIML,Hosteler,49695,69.6,7.06,52,1,73.0,0,4,1,0,12,0,1,0
STU03007,Feamle,20,ECE,Hosteler,154694,63.5,6.41,34,1,100.0,0,2,0,0,4,1,0,0
STU03008,Male,21,CSE,Hosteler,135152,55.7,7.4,49,0,100.0,0,9,1,1,0,0,1,0
STU03009,Feamle,21,ECE,Day Scholar,77132,80.9,6.89,7,0,81.0,0,10,0,0,3,0,0,0
STU03010,Male,22,AIML,Day Scholar,21610,67.4,5.82,47,1,100.0,0,10,0,0,4,0,0,0
STU03011,Feamle,21,AIML,Day Scholar,192644,44.8,7.19,2,0,79.9,1,10,0,0,12,1,1,1
STU03012,Feamle,18,AIML,Day Scholar,146092,57.0,7.23,53,2,56.6,0,7,0,0,3,2,0,0
STU03013,Male,18,CSE,Day Scholar,168060,71.5,10.0,74,1,67.4,0,5,0,1,9,0,0,0
STU03014,Male,23,AIML,Day Scholar,115862,71.9,6.08,1,1,66.0,1,10,0,0,1,0,0,0
STU03015,Feamle,19,CSE,Day Scholar,166407,71.3,5.74,32,0,72.5,0,8,0,0,12,0,0,0
STU03016,Feamle,21,CSE,Day Scholar,22602,69.3,7.42,71,1,72.9,0,5,1,0,8,1,0,0
STU03017,Male,19,MC,Hosteler,112295,52.9,5.51,11,0,100.0,0,3,0,1,11,1,0,0
STU03018,Male,20,CSE,Day Scholar,75625,61.9,5.39,18,1,65.9,1,2,0,1,8,0,0,0
STU03019,Feamle,24,AIML,Hosteler,105720,92.8,4.84,17,1,59.8,1,5,0,0,11,0,0,0
STU03020,Male,18,CSE,Day Scholar,126464,90.5,5.84,49,0,100.0,0,5,0,0,2,0,0,0
STU03021,Feamle,23,CSE,Hosteler,100934,83.7,5.88,84,0,48.2,1,9,0,0,1,0,0,0
STU03022,Feamle,20,ECE,Day Scholar,35903,82.3,5.08,21,2,85.5,1,10,0,1,11,1,0,0
STU03023,Feamle,23,AIML,Day Scholar,162381,88.6,6.62,29,1,79.5,1,8,0,0,10,0,0,0
STU03024,Feamle,24,CSE,Hosteler,186555,58.2,3.45,81,0,72.8,0,3,0,0,4,0,0,1
STU03025,Male,24,MC,Day Scholar,28070,75.5,7.74,5,0,63.2,0,5,0,0,8,0,0,0
STU03026,Male,22,CSE,Hosteler,141378,58.2,6.16,0,1,58.7,0,4,0,0,3,0,1,0
STU03027,Male,18,CSE,Hosteler,53217,58.5,6.39,8,3,92.3,0,0,0,1,13,0,0,0
STU03028,Male,20,ECE,Hosteler,149301,80.5,7.88,51,1,100.0,0,4,0,0,13,0,0,0
STU03029,Male,22,AIML,Day Scholar,114961,89.2,7.56,79,2,66.9,1,4,1,0,4,0,0,0
STU03030,Male,24,AIML,Hosteler,81305,72.1,6.06,28,0,76.4,0,3,0,0,7,0,0,0
STU03031,Male,20,MC,Day Scholar,35106,99.7,7.68,61,0,57.3,0,3,0,0,13,2,0,0
STU03032,Feamle,23,MC,Hosteler,53837,78.2,9.32,28,2,81.7,1,4,0,0,5,0,0,0
